음향신호관리번호,지주관리번호,방향,제조회사,시설번호,표출구분,종류,상태,이력ID,위치정보,경도,위도
24-0000010424,02-0000043868,180,(주)대한신호,-,2,1,001,15152,1  ,127.13041942966134,37.50844291183789
24-0000010431,02-0000016134,180,-,-,1,1,001,15159,1  ,127.11845810587981,37.500513252864735
24-0000010439,02-0000074693,180,-,-,2,1,001,15167,1  ,127.02511222779181,37.60218134290703
24-0000014147,02-0000014410,180,신흥IND,-,2,1,001,18875,1  ,126.92901054449584,37.56411877486067
24-0000010349,02-0000179005,180,한길HC,-,1,1,001,15077,1  ,126.90714973204769,37.525214053775755
24-0000001369,02-0000108543,180,대한신호,-,2,1,001,9081,1  ,127.0296659492617,37.4932239034033
24-0000014156,02-0000167986,180,신흥IND,-,2,1,001,18884,1  ,126.92414459563128,37.59157541595149
24-0000010697,02-0000179276,180,-,-,2,1,001,15425,1  ,127.00699276278488,37.52887163243815
24-0000009789,02-0000152418,180,(주)한길에이치씨,-,2,1,001,14517,1  ,127.07210172704464,37.57876149935394
24-0000005133,02-0000061176,180,대한신호,0,2,1,001,5216,1  ,126.9709447492313,37.54185721747758
24-0000011115,02-0000107971,0  ,한길HC,-,2,1,001,15843,1  ,126.84603932172037,37.481727000935926
24-0000011114,02-0000028690,0  ,한길HC,-,2,1,001,15842,1  ,126.84598032205514,37.481621506095905
24-0000009045,02-0000176322,180,1,-,1,1,001,13773,1  ,126.9929211150201,37.549777408667445
24-0000014155,02-0000196529,180,신흥IND,-,2,1,001,18883,1  ,126.92407005945574,37.59177288770502
24-0000009118,02-0000176567,180,-,-,2,1,001,13846,1  ,127.03388199354988,37.60075780166938
24-0000009219,02-0000176917,180,대한신호,-,2,1,001,13947,1  ,126.88286932427461,37.50992772579977
24-0000009159,02-0000176655,180,-,-,2,1,001,13887,1  ,126.8615270773719,37.504104756829854
24-0000007416,02-0000157336,180,대한신호,0,2,1,001,11621,1  ,126.92164756812825,37.63142859317867
24-0000014472,02-0000196863,180,대한신호,-,2,1,001,19200,1  ,126.88241174908333,37.4995148079562
24-0000019924,02-0000066844,-,휴먼테크,-,2,1,001,24652,-,127.01953092913517,37.565763653406705
24-0000009778,02-0000177799,180,신흥트래픽,-,2,1,001,14506,1  ,126.90026134892966,37.53206916081015
24-0000005016,02-0000055506,180,대한신호(주),0,2,1,001,4863,1  ,126.87666962329502,37.53562373918023
24-0000019926,02-0000113601,-,휴먼테크,-,2,1,001,24654,-,127.0198520566256,37.56558959498043
24-0000019925,02-0000124077,-,휴먼테크,-,2,1,001,24653,-,127.01963062976492,37.56558400078023
24-0000002870,02-0000064511,180,한길HC,-,2,1,001,5469,1  ,126.89718750032722,37.527455425935635
24-0000009546,02-0000005805,180,한길HC,-,2,1,001,14274,1  ,126.84827944370693,37.569317539914024
24-0000008996,02-0000176066,180,대한신호,0,2,1,001,13745,1  ,126.92271443490868,37.5732628583333
24-0000005676,02-0000158443,180,한길HC,0,2,1,001,11783,1  ,126.92842493447813,37.524222660172185
24-0000009780,02-0000025279,180,한길HC,-,2,1,001,14508,1  ,126.91891552641098,37.52489660306707
24-0000002929,02-0000070492,180,한길HC,-,2,1,001,5852,1  ,126.89538520167056,37.53262626216448
24-0000001237,02-0000061096,180,한길HC,-,2,1,001,5193,1  ,126.89518330609722,37.53303993563531
24-0000003711,02-0000133947,180,-,-,2,1,001,10547,1  ,126.85626081844009,37.5575100678559
24-0000007643,02-0000035376,180,(주)한길CH,0,2,1,001,3563,1  ,127.04701619920009,37.507187878653895
24-0000009771,02-0000178271,180,-,-,2,1,001,14499,1  ,126.83712348118547,37.55461906793362
24-0000009600,02-0000177808,180,-,-,1,1,001,14328,1  ,127.03528091282433,37.49081167634856
24-0000009624,02-0000177891,180,(주)대한신호,-,2,1,001,14352,1  ,127.062679184204,37.49585906100993
24-0000007411,02-0000167682,180,대한신호,0,2,1,001,12770,1  ,126.93169002229733,37.578809881291726
24-0000002775,02-0000053568,180,-,-,1,1,001,4699,1  ,127.13635341101646,37.52898629097117
24-0000001497,02-0000006041,180,대한신호,-,2,1,001,665,1  ,126.96626572220347,37.56644588908617
24-0000019923,02-0000066843,-,휴먼테크,-,2,1,001,24651,-,127.01985634380064,37.56575008418397
24-0000007086,02-0000167678,180,휴먼테크,-,2,1,001,12767,1  ,126.93014201092026,37.57780623087432
24-0000009812,02-0000006964,180,한길HC,-,1,1,001,14540,1  ,126.95033565621145,37.53336615626667
24-0000009810,02-0000118926,180,한길HC,-,2,1,001,14538,1  ,126.90356574159257,37.57678644480732
24-0000010139,02-0000025599,180,-,-,2,1,001,14867,1  ,126.89634288789044,37.48601287711595
24-0000010168,02-0000178524,180,-,-,2,1,001,14896,1  ,126.91458656441976,37.53346263818507
24-0000001577,02-0000104291,180,휴먼테크,-,2,1,001,8612,1  ,126.93046083453778,37.577909739114524
24-0000007087,02-0000167679,180,휴먼테크,0,2,1,001,12768,1  ,126.93070799420364,37.57803593816231
24-0000010193,02-0000159725,180,-,-,2,1,001,14921,1  ,126.91783334503586,37.527946263156714
24-0000010200,02-0000171696,180,-,-,1,1,001,14928,1  ,126.84278057217362,37.508980174840055
24-0000001484,02-0000008490,180,한길,-,2,1,001,864,1  ,126.91318754885828,37.58887349582626
24-0000010209,02-0000142441,180,-,-,2,1,001,14937,1  ,126.84091363056959,37.50833277232439
24-0000007404,02-0000008491,180,신흥IND,0,2,1,001,866,1  ,126.9132186606927,37.58876832344146
24-0000012371,02-0000156498,180,신흥IND,-,2,1,001,17099,1  ,126.91703401983551,37.62329127781842
24-0000004092,02-0000066458,180,한길HC,-,1,1,001,5561,1  ,126.84191437199529,37.570788501250206
24-0000011129,02-0000179774,0  ,한길HC,-,2,1,001,15857,1  ,126.84244775086808,37.484225040806265
24-0000011125,02-0000179773,0  ,한길HC,-,2,1,001,15853,1  ,126.84247074182399,37.48404509518243
24-0000011112,02-0000028691,0  ,한길HC,-,2,1,001,15840,1  ,126.84585923561976,37.48174399791353
24-0000008175,02-0000111548,180,삼일안전시스템,0,2,1,001,9240,1  ,127.0005188180838,37.536734974799415
24-0000003684,02-0000136703,180,한길에이치씨,-,1,1,001,10763,1  ,126.93818729313821,37.543545921173546
24-0000018295,02-0000123724,-,대한신호,-,2,1,001,23023,-,127.09063213337467,37.49918148433546
24-0000005345,02-0000156590,180,한길HC,0,2,1,001,11492,1  ,126.93287895385717,37.519741498318226
24-0000009805,02-0000139007,180,한길HC,-,2,1,001,14533,1  ,126.89914489583073,37.5351908307294
24-0000002034,02-0000011522,180,-,-,1,1,001,1227,1  ,126.91706626812717,37.61131655656579
24-0000007615,02-0000170595,180,0,0,1,1,001,13101,1  ,126.93286688004719,37.547563022456025
24-0000009764,02-0000178261,180,-,-,1,1,001,14492,1  ,126.89368512382646,37.567964777356195
24-0000002190,02-0000013961,180,-,-,1,1,001,1417,1  ,126.90132442023528,37.5651975001039
24-0000008710,02-0000175487,0  ,삼일안전신호,0,1,1,001,13692,1  ,126.90255875556004,37.565796651525396
24-0000002060,02-0000002923,180,삼일안전시스템,-,1,1,001,296,1  ,126.91977785672205,37.54798116230317
24-0000009463,02-0000163242,180,-,-,1,1,001,14191,1  ,126.90646519321201,37.59203426744409
24-0000009959,02-0000163243,180,대한신호(주),-,2,1,001,14687,1  ,126.90664738840884,37.59224957061674
24-0000009957,02-0000175540,180,대한신호(주),-,2,1,001,14685,1  ,126.94378673736799,37.5398606683354
24-0000005425,02-0000157156,180,한길,0,1,1,001,11561,1  ,126.92492586440413,37.646541762434246
24-0000005396,02-0000157137,180,한길,0,1,1,001,11540,1  ,126.92620694079274,37.64513853981875
24-0000018300,02-0000218523,-,대한신호,-,2,1,001,23028,-,127.07137008903564,37.50627188929731
24-0000020774,02-0000150782,-,-,-,2,1,001,25502,-,,
24-0000018299,02-0000218522,-,대한신호,-,2,1,001,23027,-,127.07131489595838,37.5062116679227
24-0000006845,02-0000106661,180,대한신호,0,2,1,001,8893,1  ,126.93968756924464,37.470561675620985
24-0000020778,02-0000150801,-,-,-,2,1,001,25506,-,,
24-0000018298,02-0000218521,-,대한신호,-,2,1,001,23026,-,127.08033380063723,37.50200677567625
24-0000010881,02-0000179671,180,대한신호㈜,-,2,1,001,15609,1  ,126.952231211059,37.55720628291416
24-0000009992,02-0000007604,180,대한신호(주),-,2,1,001,14720,1  ,126.91881312153811,37.59966541926485
24-0000018297,02-0000218520,-,대한신호,-,2,1,001,23025,-,127.08028616065688,37.502080025367036
24-0000020781,02-0000150804,-,-,-,2,1,001,25509,-,,
24-0000006610,02-0000134376,180,삼일안전시스템,0,1,1,001,10686,1  ,126.92938768839339,37.529475957385245
24-0000018296,02-0000135759,-,대한신호,-,2,1,001,23024,-,127.09060190964328,37.499321163440854
24-0000006611,02-0000137722,180,삼일안전시스템,0,1,1,001,10857,1  ,126.92988715823273,37.52909746628476
24-0000006614,02-0000134375,180,삼일안전시스템,0,1,1,001,10685,1  ,126.92938721731738,37.52890131862973
24-0000010182,02-0000134378,180,-,-,1,1,001,14910,1  ,126.92955404184532,37.52893056998052
24-0000009836,02-0000020049,180,대한신호,-,2,1,001,14564,1  ,126.93303585970818,37.47779107367248
24-0000020783,02-0000175689,-,-,-,2,1,001,25511,-,,
24-0000020784,02-0000175688,-,-,-,2,1,001,25512,-,,
24-0000013676,02-0000117039,180,대한신호,-,2,1,001,18404,1  ,127.02585346712644,37.63799478892182
24-0000008461,02-0000174313,45 ,대한신호,0,2,1,001,13616,1  ,127.02566401286299,37.638059111572865
24-0000011871,02-0000117039,180,대한신호,-,2,1,001,16599,1  ,127.02584709916115,37.63800943132308
24-0000006988,02-0000167140,180,양광시스템,0,2,1,001,12701,1  ,127.15408275088826,37.49752727028113
24-0000010858,02-0000179623,180,-,-,2,1,001,15586,1  ,127.0755078628375,37.65983375538406
24-0000009830,02-0000178475,180,-,-,1,1,001,14558,1  ,126.94388023354517,37.54995445844419
24-0000014275,02-0000091459,180,한길에이치씨,-,2,1,001,19003,1  ,127.01766923992642,37.63413568252705
24-0000010238,02-0000015485,180,-,-,2,1,001,14966,1  ,126.84638535276471,37.50143618156834
24-0000010240,02-0000150718,180,-,-,2,1,001,14968,1  ,126.8405170426127,37.491723097679206
24-0000014276,02-0000091458,180,한길에이치씨,-,2,1,001,19004,1  ,127.01773244968471,37.634282821761644
24-0000010244,02-0000150724,180,-,-,2,1,001,14972,1  ,126.8408626704671,37.49177301768356
24-0000010248,02-0000162018,180,-,-,2,1,001,14976,1  ,126.84485968121784,37.474539576407075
24-0000017919,02-0000117242,-,한길에이치씨,-,2,1,001,22647,-,127.01753777420784,37.63443274559244
24-0000006855,02-0000166415,180,대한신호,0,2,1,001,12582,1  ,126.92127683673898,37.48292136666584
24-0000002249,02-0000019969,180,-,-,2,1,001,2375,1  ,126.9182481054689,37.4826533712456
24-0000010284,02-0000089857,180,-,-,2,1,001,15012,1  ,127.04938545727944,37.67936570469057
24-0000012082,02-0000178922,180,양광시스템,-,2,1,001,16810,1  ,126.91467255904134,37.48202840466429
24-0000010376,02-0000106885,180,-,-,2,1,001,15104,1  ,126.93140767322693,37.46531351257066
24-0000010381,02-0000167204,180,-,-,1,1,001,15109,1  ,127.1213989510006,37.488751605918786
24-0000007735,02-0000171539,180,신흥트래픽㈜,-,2,1,001,13227,1  ,127.10185767310615,37.465265922049056
24-0000006387,02-0000159662,0  ,신흥트래픽㈜,0,2,1,001,11970,1  ,127.12039660209925,37.467940768230086
24-0000006702,02-0000165242,180,신흥트래픽,-,2,1,001,12497,1  ,127.06530594500882,37.47932872660403
24-0000017918,02-0000091457,-,한길에이치씨,-,2,1,001,22646,-,127.01739613677593,37.634342104889214
24-0000013681,02-0000012359,180,대한신호,-,2,1,001,18409,1  ,126.98603727616153,37.57688283248021
24-0000013682,02-0000215917,180,-,-,2,1,001,18410,1  ,126.98606624284322,37.57668788482511
24-0000010481,02-0000040395,180,(주)대한신호,-,2,1,001,15209,1  ,127.05526765705156,37.49067489915646
24-0000010483,02-0000133497,180,(주)대한신호,-,2,1,001,15211,1  ,127.04120295559662,37.485893924620775
24-0000010486,02-0000036971,180,(주)대한신호,-,2,1,001,15214,1  ,127.04166653356864,37.48548426965976
24-0000010490,02-0000116971,180,진우산전,-,2,1,001,15218,1  ,127.06576096887142,37.489111231849826
24-0000010507,02-0000033470,180,(주)대한신호,-,2,1,001,15235,1  ,127.04478688701373,37.47822909008448
24-0000013684,02-0000176400,180,-,-,2,1,001,18412,1  ,126.98639545666761,37.57708728897355
24-0000013685,02-0000012360,180,-,-,2,1,-,18413,1  ,126.98649619644516,37.576902032018296
24-0000010521,02-0000171331,180,-,-,1,1,001,15249,1  ,127.10827456603647,37.476284193772564
24-0000013686,02-0000196199,180,-,-,2,1,001,18414,1  ,126.98638926830267,37.57679221101568
24-0000010560,02-0000109630,180,(주)대한신호,-,2,1,001,15288,1  ,127.05023983662569,37.519069735532824
24-0000016301,02-0000203139,-,신흥트래픽,-,2,1,001,21029,-,127.01560110052708,37.575440957027915
24-0000017415,02-0000016940,-,대한신호,-,2,1,001,22143,-,126.81271816762491,37.56754376977168
24-0000017413,02-0000016941,-,대한신호,-,2,1,001,22141,-,126.81283903136699,37.567587603364196
24-0000017414,02-0000016941,-,대한신호,-,2,1,001,22142,-,126.81281923470492,37.56753287982604
24-0000010711,02-0000008943,180,-,-,2,1,001,15439,1  ,126.92278487437632,37.54782796573147
24-0000017412,02-0000016943,-,대한신호,-,2,1,001,22140,-,126.81285637989791,37.567719478038455
24-0000015611,02-0000201019,-,한길에이치씨,-,2,1,001,20339,-,126.8326385292202,37.55622538609346
24-0000016300,02-0000203138,-,신흥트래픽,-,2,1,001,21028,-,127.01576081893168,37.57550654851795
24-0000013688,02-0000160277,180,-,-,2,1,001,18416,1  ,127.02977068619838,37.58249062019287
24-0000012557,02-0000136904,0  ,대한신호,-,2,1,001,17285,1  ,127.07347690587041,37.61947293746471
24-0000000653,02-0000106133,180,0,0,1,1,001,8820,1  ,127.13107292360812,37.488513464618244
24-0000015610,02-0000201018,-,한길에이치씨,-,2,1,001,20338,-,126.83268755711885,37.55612634595934
24-0000010764,02-0000179346,180,(주)한길에이치씨,-,2,1,001,15492,1  ,127.06215171683291,37.602633537471206
24-0000009056,02-0000155489,180,-,-,2,1,001,13784,1  ,126.99776594532776,37.5700822535224
24-0000009060,02-0000157835,180,-,-,2,1,001,13788,1  ,126.98313833886465,37.57034675152356
24-0000011525,02-0000180734,180,대한신호,-,2,1,001,16253,1  ,127.08739062850418,37.621746955191476
24-0000015609,02-0000201017,-,한길에이치씨,-,2,1,001,20337,-,126.83271746541703,37.55603685180463
24-0000009117,02-0000176566,180,-,-,2,1,001,13845,1  ,127.0336608188949,37.60060300718274
24-0000009085,02-0000176514,180,한길HC,-,2,1,001,13813,1  ,126.84898566366368,37.56418671515351
24-0000003257,02-0000088500,180,-,-,1,1,001,7366,1  ,127.03661550257105,37.65154664287476
24-0000009252,02-0000162721,180,-,-,2,1,001,13980,1  ,126.99908092918777,37.5667913293223
24-0000015608,02-0000201015,-,한길에이치씨,-,2,1,001,20336,-,126.83290762062143,37.55609005460911
24-0000003032,02-0000073229,180,-,-,2,1,001,6092,1  ,127.06829133177844,37.58277458596569
24-0000017996,02-0000152470,-,-,-,2,1,001,22724,-,127.06768341671821,37.584683184600195
24-0000002904,02-0000101325,180,한길HC,-,2,1,001,8317,1  ,126.89696482121049,37.5276264784801
24-0000004007,02-0000024677,180,-,-,1,1,001,2757,1  ,126.91352919490478,37.52722345552981
24-0000009548,02-0000094525,180,한길HC,-,2,1,001,14276,1  ,126.84815472845409,37.569146009455956
24-0000013691,02-0000180641,180,-,-,2,1,001,18419,1  ,127.01379257171261,37.638540150074846
24-0000017995,02-0000152394,-,-,-,2,1,001,22723,-,127.06787244355822,37.58478781649916
24-0000017994,02-0000073718,-,-,-,2,1,001,22722,-,127.06830550608373,37.58399688619694
24-0000017411,02-0000016937,-,대한신호,-,2,1,001,22139,-,126.81283138962489,37.5678112272381
24-0000009781,02-0000025278,180,한길HC,-,2,1,001,14509,1  ,126.9188022961876,37.52499169361969
24-0000005507,02-0000156751,180,한길HC,0,2,1,001,11520,1  ,126.90200206742003,37.5337292478526
24-0000001236,02-0000060640,180,한길HC,-,2,1,001,5164,1  ,126.89511979843506,37.53297460477009
24-0000017410,02-0000106234,-,대한신호,-,2,1,001,22138,-,126.81270979199631,37.56777781022387
24-0000009420,02-0000177316,180,대한신호,-,2,1,001,14148,1  ,126.82966726017297,37.51210035793224
24-0000008651,02-0000085059,315,대한신호,0,1,1,001,6942,1  ,127.06944787669678,37.64897906968653
24-0000009599,02-0000177807,180,-,-,1,1,001,14327,1  ,127.1480432028199,37.5546190213165
24-0000009862,02-0000024077,180,-,-,2,1,001,14590,1  ,126.9189453388981,37.53040872644977
24-0000010457,02-0000135926,180,-,-,2,1,001,15185,1  ,127.01033271144382,37.58844556772966
24-0000010478,02-0000075893,180,-,-,2,1,001,15206,1  ,127.01173961949785,37.58883627456517
24-0000010493,02-0000089646,180,진우산전,-,2,1,001,15221,1  ,127.06629239506866,37.48893118382983
24-0000018716,02-0000180259,-,대한신호,-,2,1,001,23444,-,126.96122069649229,37.53593290517383
24-0000018715,02-0000180258,-,대한신호,-,2,1,001,23443,-,126.96139750949361,37.5359128119076
24-0000010857,02-0000179622,180,-,-,2,1,001,15585,1  ,127.07531506647264,37.65985828020773
24-0000000655,02-0000016257,180,0,0,1,1,001,1803,1  ,127.13075546322618,37.48818894838923
24-0000010129,02-0000025632,180,-,-,2,1,001,14857,1  ,126.89516487878251,37.484474479068716
24-0000008261,02-0000137368,0  ,-,-,1,1,001,10792,1  ,126.9702851685997,37.58514738200896
24-0000010749,02-0000179310,180,대한신호,-,2,1,001,15477,1  ,126.99762264421379,37.574247502799444
24-0000010906,02-0000060168,180,한길HC,-,2,1,001,15634,1  ,127.01601333143748,37.567133366015945
24-0000010827,02-0000179548,180,대한신호(주),-,2,1,001,15555,1  ,126.83810907670556,37.54806918368259
24-0000010155,02-0000016544,180,-,-,1,1,001,14883,1  ,126.83654327422167,37.548097321662006
24-0000018714,02-0000219089,-,대한신호,-,2,1,001,23442,-,126.9274629704163,37.564953726869994
24-0000018713,02-0000167670,-,대한신호,-,2,1,001,23441,-,126.92730878675634,37.56500140720185
24-0000019736,02-0000220722,-,-,-,2,1,001,24464,-,126.89564197593482,37.48460633599387
24-0000010953,02-0000179862,0  ,대한신호,-,2,1,001,15681,1  ,126.9746666804133,37.574010301745105
24-0000011049,02-0000156406,0  ,한길HC,-,2,1,001,15777,1  ,126.87528007994239,37.54683318845753
24-0000011056,02-0000180071,0  ,삼일안전,-,2,1,001,15784,1  ,126.84322545990801,37.522173692584275
24-0000004236,02-0000063805,180,대한신호,-,1,1,001,5398,1  ,126.84323656462544,37.52217547676938
24-0000011061,02-0000180023,0  ,2014-0401-006,-,2,1,001,15789,1  ,126.89753493522555,37.53594597201024
24-0000011216,02-0000159422,0  ,한길HC,-,2,1,001,15944,1  ,126.98555933274508,37.56618544718877
24-0000002885,02-0000065932,180,㈜대한신호,-,2,1,001,5537,1  ,126.85615896494953,37.52510092227939
24-0000011187,02-0000001338,0  ,대한신호(주),-,2,1,001,15915,1  ,126.96251586453141,37.55146905098398
24-0000011183,02-0000169694,0  ,대한신호(주),-,2,1,001,15911,1  ,126.91169516395131,37.61360420657854
